Match_ID,Season,Match_Date,Venue,City,Team_1,Team_2,Toss_Winner,Toss_Decision,First_Innings_Runs,First_Innings_Wickets,Second_Innings_Runs,Second_Innings_Wickets,Powerplay_Runs_T1,Powerplay_Runs_T2,Death_Overs_Runs_T1,Death_Overs_Runs_T2,Top_Batsman_T1,Top_Batsman_T1_Runs,Top_Batsman_T2,Top_Batsman_T2_Runs,Best_Bowler_T1,Best_Bowler_T1_Wickets,Best_Bowler_T2,Best_Bowler_T2_Wickets,Winner,Winning_Margin,Player_of_Match,Pitch_Type,Weather,Head_to_Head_T1_Wins,Head_to_Head_T2_Wins
880626c7-ca8b-4a13-917d-571c8b99f3d5,2024,May 18,Lucknow Cricket Stadium,Lucknow,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Bowl,125,8,126,1,38,45,30,35,Nicholas Pooran,61,Jake Fraser-McGurk,89,Ravi Bishnoi,2,Ishant Sharma,3,Delhi Capitals,9 wickets,Jake Fraser-McGurk,Balanced,Clear,3,4
2a80f8e5-62ef-4751-b909-68d4ad627d46,2024,May 19,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Bat,214,6,215,6,65,70,60,65,Heinrich Klaasen,42,Prabhsimran Singh,71,T Natarajan,2,Harshal Patel,3,Punjab Kings,4 wickets,Prabhsimran Singh,Batting Friendly,Clear,12,15
fc186b4f-08ae-4431-8bd3-2f476d1be6ba,2024,May 19,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Bowl,177,8,179,5,55,60,50,55,Riyan Parag,49,Venkatesh Iyer,38,Yuzvendra Chahal,2,Harshit Rana,2,Kolkata Knight Riders,5 wickets,Venkatesh Iyer,Batting Friendly,Clear,14,15
db7ad4aa-313c-427c-9863-0576170e6c06,2024,May 21,Narendra Modi Stadium,Ahmedabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Bowl,159,10,163,2,45,58,40,60,Heinrich Klaasen,32,Venkatesh Iyer,51,Pat Cummins,2,Mitchell Starc,3,Kolkata Knight Riders,8 Wickets,Mitchell Starc,Balanced,Clear,11,12
e76bec7f-e49f-41fc-b406-cf516b6c6ed0,2024,May 24,MA Chidambaram Stadium,Chennai,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowl,175,6,179,6,52,55,50,55,Riyan Parag,68,Travis Head,34,Yuzvendra Chahal,2,Pat Cummins,1,Sunrisers Hyderabad,4 Wickets,Travis Head,Spin friendly,Clear,15,12
9ae0e120-b338-49d3-b125-fac1b13ce53e,2024,May 26,MA Chidambaram Stadium,Chennai,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowl,113,10,114,2,32,48,25,40,Andre Russell,25,Travis Head,62,Mitchell Starc,1,Pat Cummins,1,Kolkata Knight Riders,8 Wickets,Mitchell Starc,Spin Friendly,Clear,12,12
686ed7a9-99b8-4515-9029-ab9a61237c48,2023,Mar 31,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Chennai Super Kings,Gujarat Titans,Field,178,7,182,5,53,49,58,68,Ruturaj Gaikwad,92,Shubman Gill,63,Rashid Khan,2,Tushar Deshpande,0,Gujarat Titans,5 wickets,Ruturaj Gaikwad,Batting,Clear,2,1
934455a7-a309-41b6-914f-7995393c0bb5,2023,Apr 01,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Field,191,5,146,7,56,46,67,61,Bhanuka Rajapaksa,50,Andre Russell,35,Arshdeep Singh,3,Nathan Ellis,2,Punjab Kings,7 runs (DLS),Arshdeep Singh,Batting,Clear,2,1
b33d5162-d52b-4a3a-b5d8-a80e740c326a,2023,Apr 01,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Field,193,6,143,9,57,30,67,61,Kyle Mayers,73,David Warner,56,Mark Wood,5,Avesh Khan,0,Lucknow Super Giants,50 runs,Mark Wood,Batting,Clear,1,0
c554e1ec-7148-4341-acbd-c4de2fd73af5,2023,Apr 02,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Field,203,5,131,8,30,66,66,40,Sanju Samson,55,Jos Buttler,54,Yuzvendra Chahal,4,Fazalhaq Farooqi,2,Rajasthan Royals,72 runs,Jos Buttler,Batting,Clear,0,2
7306cc8c-278a-4dde-9500-cf4088a5a443,2023,Apr 02,M. Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Field,171,7,172,2,46,29,66,61,Virat Kohli,82,Tilak Varma,84,Karn Sharma,1,Mohammed Siraj,1,Royal Challengers Bangalore,8 wickets,Virat Kohli,Batting,Clear,3,2
275e6d23-d04b-4697-aff4-cec39152e922,2023,Apr 03,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,Field,217,7,205,7,79,57,61,66,Ruturaj Gaikwad,57,Kyle Mayers,53,Moeen Ali,4,Tushar Deshpande,2,Chennai Super Kings,12 runs,Ruturaj Gaikwad,Batting,Clear,2,1
e0b7b17a-dcd0-4197-a911-7dd7e63160c5,2023,Apr 04,Arun Jaitley Stadium,Delhi,Delhi Capitals,Gujarat Titans,Gujarat Titans,Field,162,8,163,4,47,52,60,56,David Warner,37,Sai Sudharsan,62,Mohammed Shami,3,Khaleel Ahmed,2,Gujarat Titans,6 wickets,Sai Sudharsan,Batting,Clear,1,2
77da26d8-b553-42ee-bed4-f917918d5b77,2023,Apr 05,Barsapara Cricket Stadium,Guwahati,Rajasthan Royals,Punjab Kings,Punjab Kings,Field,197,4,192,7,60,60,61,66,Shikhar Dhawan,86,Prabhsimran Singh,60,Nathan Ellis,2,Yuzvendra Chahal,0,Punjab Kings,5 runs,Shikhar Dhawan,Batting,Clear,1,2
51555546-f019-4bca-8feb-5cef0ecdcc8a,2023,Apr 06,Eden Gardens,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,204,7,205,7,47,61,66,67,Shardul Thakur,68,Virat Kohli,21,Suyash Sharma,3,David Willey,2,Royal Challengers Bangalore,3 wickets,Shardul Thakur,Batting,Clear,2,3
5a20e44f-e08f-4a6a-96ee-b44a67622958,2023,Apr 07,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,Bat,121,8,127,6,35,35,40,40,KL Rahul,35,Rahul Tripathi,34,Krunal Pandya,3,Adil Rashid,2,Lucknow Super Giants,5 wickets,Krunal Pandya,Spinning,Clear,1,0
85ba42d1-b591-444b-8a2f-65654c5a4e9a,2023,Apr 08,Wankhede Stadium,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,157,8,159,3,46,47,66,61,Ishan Kishan,32,Ajinkya Rahane,61,Ravindra Jadeja,3,Piyush Chawla,2,Chennai Super Kings,7 wickets,Ajinkya Rahane,Batting,Clear,3,3
378cd280-de07-4af3-a09c-73742bae9042,2023,Apr 08,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab Kings,Gujarat Titans,Gujarat Titans,Field,153,8,154,4,44,52,61,66,Shikhar Dhawan,67,Shubman Gill,67,Mohit Sharma,2,Arshdeep Singh,1,Gujarat Titans,6 wickets,Shubman Gill,Batting,Clear,2,2
84a0d04a-f253-4145-9aed-fd2e28234b40,2023,Apr 09,M. Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,205,6,200,8,61,50,66,66,Faf du Plessis,50,Venkatesh Iyer,83,David Willey,2,Suyash Sharma,3,Royal Challengers Bangalore,21 runs,Faf du Plessis,Batting,Clear,3,3
ba9873ca-0ad2-4f86-9b23-9f418194973b,2023,Apr 10,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,126,9,108,10,35,29,40,40,KL Rahul,20,Faf du Plessis,44,Naveen-ul-Haq,3,Amit Mishra,2,Lucknow Super Giants,18 runs,Naveen-ul-Haq,Spinning,Clear,2,3
3f2a07d3-6f3b-4012-9d00-0f3ef093f0da,2023,Apr 10,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Field,143,9,145,5,39,41,50,61,Shikhar Dhawan,99,Rahul Tripathi,74,Sam Curran,1,Arshdeep Singh,1,Punjab Kings,5 wickets,Shikhar Dhawan,Batting,Clear,1,3
8cc8efdf-7b2b-4f7b-bfa6-dccf26db0119,2023,Apr 11,Arun Jaitley Stadium,Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,172,10,173,4,30,46,61,66,David Warner,51,Rohit Sharma,65,Piyush Chawla,3,Mukesh Kumar,2,Mumbai Indians,6 wickets,Rohit Sharma,Batting,Clear,1,3
af4edeb9-a0df-453a-b296-c592956bd12a,2023,Apr 12,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,175,6,172,8,57,47,61,66,Devon Conway,50,Jos Buttler,52,Ravindra Jadeja,2,Tushar Deshpande,2,Chennai Super Kings,8 runs,Devon Conway,Batting,Clear,3,2
4b71b342-a759-4ac5-b3da-20c8ac88123d,2023,Apr 13,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab Kings,Gujarat Titans,Gujarat Titans,Field,153,8,154,4,44,52,61,66,Shikhar Dhawan,67,Shubman Gill,67,Mohit Sharma,2,Arshdeep Singh,1,Gujarat Titans,6 wickets,Shubman Gill,Batting,Clear,2,2
86e9bd37-c43d-4621-afec-4c6080364e7c,2023,Apr 14,Eden Gardens,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,228,4,205,8,61,50,66,66,Harry Brook,100,Nitish Rana,75,Andre Russell,3,Mayank Markande,2,Sunrisers Hyderabad,23 runs,Harry Brook,Batting,Clear,1,2
6a9f5fa8-866c-42f7-b0cf-a25471152206,2023,Apr 15,M. Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,174,6,151,9,50,46,66,61,Virat Kohli,50,Manish Pandey,50,Vijaykumar Vyshak,3,Kuldeep Yadav,2,Royal Challengers Bangalore,23 runs,Vijaykumar Vyshak,Batting,Clear,3,1
e546557d-ccce-4d8c-8c5b-bc93a401d6f0,2023,Apr 16,Wankhede Stadium,Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,185,6,186,5,57,51,66,61,Ishan Kishan,58,Venkatesh Iyer,57,Hrithik Shokeen,2,Suyash Sharma,2,Mumbai Indians,5 wickets,Ishan Kishan,Batting,Clear,3,3
f8b809ea-373f-418c-9b70-d49686d8ffae,2023,Apr 16,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Field,177,7,179,7,49,50,66,66,David Miller,46,Sanju Samson,60,Rashid Khan,3,Noor Ahmad,2,Rajasthan Royals,3 wickets,Sanju Samson,Batting,Clear,2,2
e065cb7d-b5fc-426f-bd48-fafccc94ef36,2023,Apr 17,M. Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,226,6,223,8,62,79,66,61,Devon Conway,83,Faf du Plessis,62,Tushar Deshpande,3,Wayne Parnell,1,Chennai Super Kings,8 runs,Devon Conway,Batting,Clear,3,3
e89ecaf9-8960-4b9c-b3aa-18e37a8724d8,2023,Apr 18,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,192,5,178,10,41,58,66,61,Tilak Varma,64,Mayank Agarwal,48,Cameron Green,1,Marco Jansen,2,Mumbai Indians,14 runs,Cameron Green,Batting,Clear,1,3
fe652c1e-3749-460e-a4d5-00f43a9f0f02,2023,Apr 19,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Bat,154,6,155,8,44,40,61,66,KL Rahul,39,Jos Buttler,40,Avesh Khan,3,Ravichandran Ashwin,2,Lucknow Super Giants,10 runs,Marcus Stoinis,Spinning,Clear,2,1
b3689dfa-a0aa-42e0-b46c-dee2eee1b9f3,2023,Apr 20,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,174,9,150,10,50,49,61,66,Faf du Plessis,84,Prabhsimran Singh,46,Mohammed Siraj,4,Harpreet Brar,2,Royal Challengers Bangalore,24 runs,Mohammed Siraj,Batting,Clear,3,3
02b435e3-7f8f-43c7-b26f-a24ad7a34c0e,2023,Apr 20,Arun Jaitley Stadium,Delhi,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,127,10,128,6,38,40,40,40,David Warner,57,Nitish Rana,8,Varun Chakravarthy,4,Ishant Sharma,2,Kolkata Knight Riders,4 wickets,Varun Chakravarthy,Spinning,Clear,1,3
c5f090e7-8fc1-42a7-822c-633bbbfc6889,2023,Apr 21,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,216,4,134,10,50,30,66,40,Devon Conway,85,Abhishek Sharma,34,Ravindra Jadeja,3,Akash Singh,1,Chennai Super Kings,78 runs,Devon Conway,Batting,Clear,3,1
b20a6e7b-792a-4985-b5b1-7bbfc19ad569,2023,Apr 22,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Field,163,7,128,10,35,46,61,66,KL Rahul,68,Wriddhiman Saha,47,Krunal Pandya,3,Noor Ahmad,2,Lucknow Super Giants,33 runs,Krunal Pandya,Spinning,Clear,2,2
49d9446d-1ec3-45f4-96ab-3097b1ae006b,2023,Apr 22,Wankhede Stadium,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,212,7,214,4,65,58,66,66,Yashasvi Jaiswal,124,Cameron Green,44,Piyush Chawla,2,Arshad Khan,1,Rajasthan Royals,6 wickets,Yashasvi Jaiswal,Batting,Clear,3,2
67488b95-2df9-440c-b473-446e9b8d3f6c,2023,Apr 23,Eden Gardens,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,235,6,239,4,57,52,66,66,Jason Roy,61,Devon Conway,56,Varun Chakravarthy,1,Tushar Deshpande,2,Chennai Super Kings,49 runs,Devon Conway,Batting,Clear,3,3
6cc9b982-04d3-41d6-b84d-f1ff460ee944,2023,Apr 23,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,Field,257,5,201,10,57,74,66,61,Marcus Stoinis,72,Atharva Taide,66,Yash Thakur,4,Liam Livingstone,1,Lucknow Super Giants,56 runs,Marcus Stoinis,Batting,Clear,2,1
82b42a6c-2f8b-4610-9305-43d6f59c9f16,2023,Apr 24,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,197,6,188,6,49,46,66,61,Heinrich Klaasen,53,Mitchell Marsh,63,Mayank Markande,2,Bhuvneshwar Kumar,2,Delhi Capitals,7 runs,Mitchell Marsh,Batting,Clear,1,2
53f372ac-a458-4c9f-b869-08e95a2267e1,2023,Apr 25,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Mumbai Indians,Mumbai Indians,Field,207,6,209,4,65,61,66,66,Rashid Khan,79,Suryakumar Yadav,103,Noor Ahmad,3,Mohit Sharma,1,Mumbai Indians,27 runs,Suryakumar Yadav,Batting,Clear,2,3
e43bd68c-6cd4-4425-8a13-2d733c437537,2023,Apr 26,M. Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,200,6,179,8,61,50,66,66,Virat Kohli,54,Nitish Rana,48,Vijaykumar Vyshak,3,Andre Russell,1,Kolkata Knight Riders,21 runs,Nitish Rana,Batting,Clear,3,3
6d2fe2f9-db0a-4773-af6d-b48ad808b043,2023,Apr 27,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,197,6,188,6,49,46,66,61,Heinrich Klaasen,53,Mitchell Marsh,63,Mayank Markande,2,Bhuvneshwar Kumar,2,Delhi Capitals,7 runs,Mitchell Marsh,Batting,Clear,1,2
c0b1620c-9c4f-4a6e-bfdc-1a14f3c26a1e,2023,Apr 28,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,202,5,170,6,68,57,66,61,Yashasvi Jaiswal,77,Shivam Dube,52,Adam Zampa,3,Tushar Deshpande,2,Rajasthan Royals,32 runs,Yashasvi Jaiswal,Batting,Clear,2,3
ca432c91-b039-4c2c-b6f2-6b2c3f57ca73,2023,Apr 28,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,Field,257,5,201,10,57,74,66,61,Marcus Stoinis,72,Atharva Taide,66,Yash Thakur,4,Liam Livingstone,1,Lucknow Super Giants,56 runs,Marcus Stoinis,Batting,Clear,2,1
39288c45-566b-42fa-a2c4-c65791fbd9c0,2023,Apr 29,Eden Gardens,Kolkata,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,Field,179,7,180,3,46,52,61,66,Venkatesh Iyer,83,Vijay Shankar,51,Noor Ahmad,3,Andre Russell,3,Gujarat Titans,7 wickets,Vijay Shankar,Batting,Clear,2,2
a612325f-9cd8-4d86-b933-519f3d7944a8,2023,Apr 30,Wankhede Stadium,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,212,7,214,4,65,58,66,66,Yashasvi Jaiswal,124,Cameron Green,44,Piyush Chawla,2,Arshad Khan,1,Rajasthan Royals,6 wickets,Yashasvi Jaiswal,Batting,Clear,3,2
2ae7fa62-2996-4d95-99a8-a5070e3b2e62,2023,Apr 30,Arun Jaitley Stadium,Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,144,9,147,10,40,39,61,61,Manish Pandey,34,Abhishek Sharma,31,Axar Patel,2,Bhuvneshwar Kumar,2,Sunrisers Hyderabad,9 runs,Bhuvneshwar Kumar,Spinning,Clear,1,2
1ed9f554-d240-42f4-92a0-8011312ab772,2023,May 01,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,126,9,108,10,35,29,40,40,KL Rahul,20,Faf du Plessis,44,Naveen-ul-Haq,3,Amit Mishra,2,Lucknow Super Giants,18 runs,Naveen-ul-Haq,Spinning,Clear,2,3
b59a7d70-5653-4afc-8281-b3303ba60bee,2023,May 03,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,Bat,217,7,205,7,79,57,61,66,Ruturaj Gaikwad,57,Kyle Mayers,53,Moeen Ali,4,Tushar Deshpande,2,Chennai Super Kings,12 runs,Ruturaj Gaikwad,Batting,Clear,2,1
93b6454f-45b5-4474-b5a5-fee1f17f19ef,2023,May 04,Arun Jaitley Stadium,Delhi,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,181,4,187,5,49,62,61,66,Phil Salt,87,Virat Kohli,55,Mitchell Marsh,2,Kuldeep Yadav,2,Royal Challengers Bangalore,6 wickets,Virat Kohli,Batting,Clear,1,3
f4aeab01-7f2d-4603-8a67-533c38554c17,2023,May 05,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,214,8,216,4,64,76,66,66,Liam Livingstone,82,Ishan Kishan,75,Nathan Ellis,2,Arshad Khan,3,Mumbai Indians,6 wickets,Ishan Kishan,Batting,Clear,2,3
ef05bfa1-6017-452f-81fe-192a61fee3bd,2023,May 06,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Gujarat Titans,Gujarat Titans,Field,118,10,119,1,30,36,40,40,Sanju Samson,30,Shubman Gill,36,Rashid Khan,3,Yuzvendra Chahal,1,Gujarat Titans,9 wickets,Rashid Khan,Spinning,Clear,2,2
6012c544-6d6d-459e-aa2b-c35fa853ca43,2023,May 06,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,167,8,139,8,55,48,61,61,Devon Conway,44,Nehal Wadhera,64,Matheesha Pathirana,3,Tushar Deshpande,2,Chennai Super Kings,6 wickets,Matheesha Pathirana,Spinning,Clear,3,3
7a791f9f-025e-459e-9047-ce2c46c50168,2023,May 07,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Bat,227,2,185,7,61,54,66,61,Shubman Gill,94,Quinton de Kock,70,Mohit Sharma,4,Rashid Khan,1,Gujarat Titans,56 runs,Shubman Gill,Batting,Clear,2,2
37baf069-18eb-4a3a-812a-0b201900fddd,2023,May 07,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,171,9,172,5,44,50,61,66,Nitish Rana,42,Heinrich Klaasen,36,Varun Chakravarthy,1,Marco Jansen,2,Kolkata Knight Riders,5 wickets,Rinku Singh,Batting,Clear,1,3
a4dbdd08-18ae-4f72-8fcd-cdca6cb69849,2023,May 08,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Bat,132,9,136,5,30,46,40,61,Yashasvi Jaiswal,50,Sam Curran,63,Sam Curran,4,Yuzvendra Chahal,1,Punjab Kings,5 wickets,Sam Curran,Spinning,Clear,2,3
449fbb91-6660-4836-a436-7adbc695661c,2023,May 09,Wankhede Stadium,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,200,6,199,6,62,50,66,66,Suryakumar Yadav,83,Faf du Plessis,65,Akash Madhwal,1,Vijaykumar Vyshak,2,Mumbai Indians,6 wickets,Suryakumar Yadav,Batting,Clear,3,3
64e41cec-3741-4658-bfed-87ba9333994d,2023,May 10,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,167,8,140,8,55,48,61,61,Shivam Dube,25,David Warner,86,Matheesha Pathirana,3,Khaleel Ahmed,1,Chennai Super Kings,27 runs,Matheesha Pathirana,Spinning,Clear,3,1
1922f8b9-8d09-47e0-80d8-0f7112c6c642,2023,May 11,Eden Gardens,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,149,8,151,1,46,55,61,66,Venkatesh Iyer,57,Yashasvi Jaiswal,98,Yuzvendra Chahal,4,Nitish Rana,1,Rajasthan Royals,9 wickets,Yashasvi Jaiswal,Batting,Clear,2,3
9f97ef34-b55f-4141-879d-683395de251e,2022,26-Mar-22,Wankhede Stadium,Mumbai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,131,5,133,4,35,43,45,41,MS Dhoni,50,Ajinkya Rahane,44,Dwayne Bravo,3,Umesh Yadav,2,Kolkata Knight Riders,6 wickets,Umesh Yadav,Red Soil,Clear,15,13
d208e258-c98b-41ad-ad66-3b9048ca30d4,2022,27-Mar-22,Brabourne Stadium,Mumbai,Delhi Capitals,Mumbai Indians,Delhi Capitals,Field,177,5,179,6,44,57,54,48,Lalit Yadav,48,Ishan Kishan,81,Kuldeep Yadav,3,Basil Thampi,3,Delhi Capitals,4 wickets,Lalit Yadav,Red Soil,Clear,16,15
2c15dfa6-6c22-47b5-b511-681d1e56be35,2022,28-Mar-22,DY Patil Stadium,Navi Mumbai,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,205,2,208,5,72,50,68,76,Liam Livingstone,60,Faf du Plessis,88,Arshdeep Singh,1,Wanindu Hasaranga,1,Punjab Kings,5 wickets,Odean Smith,Red Soil,Clear,14,13
2873958b-f167-42e8-a4d3-bf47d031e26e,2022,29-Mar-22,MCA Stadium,Pune,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Field,158,6,161,5,47,44,53,49,Hardik Pandya,33,Deepak Hooda,55,Mohammed Shami,3,Rashid Khan,1,Gujarat Titans,5 wickets,Mohammed Shami,Red Soil,Clear,1,0
b9ced56d-a7d0-4632-84c3-9a1ea70b4df3,2022,30-Mar-22,DY Patil Stadium,Navi Mumbai,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Field,210,6,149,7,43,58,63,55,Aiden Markram,57,Sanju Samson,55,Yuzvendra Chahal,3,T Natarajan,2,Rajasthan Royals,61 runs,Sanju Samson,Red Soil,Clear,15,7
6c8ed717-9f64-4482-8151-55cead64edd9,2022,31-Mar-22,DY Patil Stadium,Navi Mumbai,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Field,210,7,211,4,55,73,56,58,Quinton de Kock,61,Evin Lewis,55,Ravi Bishnoi,2,Avesh Khan,2,Lucknow Super Giants,6 wickets,Evin Lewis,Red Soil,Clear,0,1
017f41b5-fbf2-4397-b25f-590dd176f7e2,2022,01-Apr-22,Wankhede Stadium,Mumbai,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Field,137,10,141,4,21,56,41,40,Andre Russell,70,Bhanuka Rajapaksa,31,Umesh Yadav,4,Tim Southee,2,Kolkata Knight Riders,6 wickets,Umesh Yadav,Red Soil,Clear,10,19
bfda2caa-0eca-4234-8b4d-18b123aeb7bb,2022,02-Apr-22,Brabourne Stadium,Mumbai,Gujarat Titans,Delhi Capitals,Delhi Capitals,Field,171,6,157,9,44,47,60,49,Shubman Gill,84,Lalit Yadav,25,Lockie Ferguson,4,Kuldeep Yadav,3,Gujarat Titans,14 runs,Shubman Gill,Red Soil,Clear,2,1
44759fb5-8385-47ff-8779-2f930370bc4d,2022,02-Apr-22,DY Patil Stadium,Navi Mumbai,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Field,169,7,157,9,48,31,52,57,Kane Williamson,16,KL Rahul,68,Avesh Khan,4,Washington Sundar,2,Lucknow Super Giants,12 runs,Avesh Khan,Red Soil,Clear,0,2
9d3f42fb-5050-4c6e-a277-86d37a244174,2022,03-Apr-22,Brabourne Stadium,Mumbai,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,169,3,173,6,46,47,57,59,Faf du Plessis,29,Jos Buttler,70,Yuzvendra Chahal,2,David Willey,1,Rajasthan Royals,4 wickets,Jos Buttler,Red Soil,Clear,15,13
30f44403-a7dc-4b69-9b47-7c10e866ed3d,2022,04-Apr-22,DY Patil Stadium,Navi Mumbai,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Field,158,6,161,5,48,44,53,49,Deepak Hooda,55,David Miller,30,Mohammed Shami,3,Rashid Khan,1,Gujarat Titans,5 wickets,Mohammed Shami,Red Soil,Clear,2,0
6c62a666-510f-4331-a50b-24e649dd451a,2022,05-Apr-22,DY Patil Stadium,Navi Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Field,154,7,155,2,40,48,51,46,Aiden Markram,12,Abhishek Sharma,75,Washington Sundar,2,Mukesh Choudhary,0,Sunrisers Hyderabad,8 wickets,Abhishek Sharma,Red Soil,Clear,18,13
